1,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_1.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_1.jpg,회원 가입을 축하해요🎉
2,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_2.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_2.jpg,신입 평론가🌱
3,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_3.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_3.jpg,영화 러버
4,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_4.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_4.jpg,영화 고수
5,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_5.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_5.jpg,전문 평론가
6,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_6.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_6.jpg,띠어럽~!
7,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_7.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_7.jpg,방구석 최고 영화 평론가
8,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_8.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_8.jpg,전문 영화 분석가📝
9,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_9.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_9.jpg,영화로만 배운 로맨티스트🤍
10,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_10.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_10.jpg,너를 부술 수는 없잖아...👊
11,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_11.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_11.jpg,현실을 살고 계신게 맞죠?
12,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_12.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_12.jpg,사람들이 제 리뷰를 좋아해요🥹
13,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_13.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_13.jpg,댓글 군대 출격😎
14,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_14.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_14.jpg,"뱃지, 너 내 동료가 돼라❗"
15,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/background/badge_back_img_15.png,https://theaterup-bucket.s3.ap-northeast-2.amazonaws.com/badge/foreground/badge_img_15.jpg,"잘하고 있어요, 언제나 포기하지 말기🤗"
